"Label","Id","Umlscui","Created","ModifiedDate","Synonym","Definition","ExampleImage","Abbrev","CurationStatus","Curator","Comment","EditorialNote","PublicationLink","DefiningCitation","Is part of","RelatedTo","Has role","SuperCategory","Title","Authors","PublicationDate","PublicationName","JournalVolume","JournalNumber","Pages","Figure","Table","RetrievedOn","PMID","DOI","ISBN","PublicationLink (NIF)","Seperator1","CellSomaShape","CellSomaSize","Located in","Polarity","DendriteLocation","NumberOfPrimaryDendrites","SpineDensityOnDendrites","DendriteThickness","BranchingMetrics","AxonLength","OriginOfAxon","LocationOfAxonArborization","CellularSynapticTarget","SubcellularSynapticTarget","Neurotransmitter","DefiningCriteria (PETILLA)","MolecularConstituents","LacksMolecularConstituents","PassiveSubthresholdParameters","FiringPatterns","SpikingFeatures","SynapticPhysiology","DendritePartonomy","ApicalPartonomy","ApicalObliqueLocation","ApicalTrunkLocation","ApicalLocation","BasalLocation","ProximalLocation","DistalLocation","AxonPartonomy","AxonLocation","AxonTerminalLocation","DendriteShape","DendriteSize","ApicalSize","BasalSize","SomaOrientation","DendriteOrientation","AxonOrientation","SomaUltrastructure","DendriteUltrastructure","ApicalUltrastructure","BasalUltrastructure","ProximalUltrastructure","DistalUltrastructure","AxonUltrastructure","Organism (PETILLA)","Species","AxonShape"
"RMDL","","","","","","Ring motor neuron/interneuron, many synapses","","","","","","","","","","","Ring motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMDR","","","","","","Ring motor neuron/interneuron, many synapses","","","","","","","","","","","Ring motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMDVL","","","","","","Ring motor neuron/interneuron, many synapses","","","","","","","","","","","Ring motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMDVR","","","","","","Ring motor neuron/interneuron, many synapses","","","","","","","","","","","Ring motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMED","","","","","","Ring motor neuron","","","","","Suggested to be the pioneers of the nerve ring (Antebi et al., 1997).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","GABA (Eastman et al., 1999).","","Innexin Expression:    Receptor Expression: RMED and RMV express glutamate-gated chloride channel subunit, AVR-15 (Dent et al., 1997). RMEL and RMER express glutamate receptor subunit, GLR-1 (Hart et al., 1995). Express a splice variant of the tyramine receptor SER-2 (Hobert O., pers. comm.).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMEL","","","","","","Ring motor neuron","","","","","Suggested to be the pioneers of the nerve ring (Antebi et al., 1997).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","GABA (Eastman et al., 1999).","","Innexin Expression:    Receptor Expression: RMED and RMV express glutamate-gated chloride channel subunit, AVR-15 (Dent et al., 1997). RMEL and RMER express glutamate receptor subunit, GLR-1 (Hart et al., 1995). Express a splice variant of the tyramine receptor SER-2 (Hobert O., pers. comm.).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMER","","","","","","Ring motor neuron","","","","","Suggested to be the pioneers of the nerve ring (Antebi et al., 1997).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","GABA (Eastman et al., 1999).","","Innexin Expression:    Receptor Expression: RMED and RMV express glutamate-gated chloride channel subunit, AVR-15 (Dent et al., 1997). RMEL and RMER express glutamate receptor subunit, GLR-1 (Hart et al., 1995). Express a splice variant of the tyramine receptor SER-2 (Hobert O., pers. comm.).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMEV","","","","","","Ring motor neuron","","","","","Suggested to be the pioneers of the nerve ring (Antebi et al., 1997).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","GABA (Eastman et al., 1999).","","Innexin Expression:    Receptor Expression: RMED and RMV express glutamate-gated chloride channel subunit, AVR-15 (Dent et al., 1997). RMEL and RMER express glutamate receptor subunit, GLR-1 (Hart et al., 1995). Express a splice variant of the tyramine receptor SER-2 (Hobert O., pers. comm.).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMFL","","","","","","Ring motor neuron/interneuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMFR","","","","","","Ring motor neuron/interneuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMGL","","","","","","Ring interneuron","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMGR","","","","","","Ring interneuron","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMHL","","","","","","Ring motor neuron/interneuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"RMHR","","","","","","Ring motor neuron/interneuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SAADL","","","","","","Ring interneuron, anteriorly projecting process that runs sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SAADR","","","","","","Ring interneuron, anteriorly projecting process that runs sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SAAVL","","","","","","Ring interneuron, anteriorly projecting process that runs sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SAAVR","","","","","","Ring interneuron, anteriorly projecting process that runs sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SABD","","","","","","Ring interneuron, anteriorly projecting process that runs sublaterally, synapses to anterior body muscles in L1","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SABVL","","","","","","Ring interneuron, anteriorly projecting process that runs sublaterally, synapses to anterior body muscles in L1","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SABVR","","","","","","Ring interneuron, anteriorly projecting process that runs sublaterally, synapses to anterior body muscles in L1","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SDQL","","","","","","Post. lateral interneuron, process projects into ring","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SDQR","","","","","","Ant. lateral interneuron, process projects into ring","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIADL","","","","","","Receive a few synapses in the ring, have posteriorly directed processes that run sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIADR","","","","","","Receive a few synapses in the ring, have posteriorly directed processes that run sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIAVL","","","","","","Receive a few synapses in the ring, have posteriorly directed processes that run sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIAVR","","","","","","Receive a few synapses in the ring, have posteriorly directed processes that run sublaterally","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIBDL","","","","","","Similar to SIA","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIBDR","","","","","","Similar to SIA","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIBVL","","","","","","Similar to SIA","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SIBVR","","","","","","Similar to SIA","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMBDL","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","Functions in locomotion: After animals are removed from bacterial food, they initiate a local search behavior consisting of reversals and deep omega-shaped turns. This is followed by dispersal ~30 min later as reversal and turns are suppressed. Local search behavior is triggered by AWC olfactory neurons, ASK gustatory neurons, and AIB interneurons while dispersal is promoted by ASI gustatory neurons and AIY interneurons (Gray et al., 2005). Downstream of AIB and AIY, motor neurons define specific aspects of reversal and turn frequency, amplitude, and directionality. SMD motor neurons define the steep amplitude of omega turns, RIV motor neurons specify the ventral bias of turns that follow a reversal, and SMB motor neurons set the amplitude of sinusoidal movement.","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMBDR","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","Functions in locomotion: After animals are removed from bacterial food, they initiate a local search behavior consisting of reversals and deep omega-shaped turns. This is followed by dispersal ~30 min later as reversal and turns are suppressed. Local search behavior is triggered by AWC olfactory neurons, ASK gustatory neurons, and AIB interneurons while dispersal is promoted by ASI gustatory neurons and AIY interneurons (Gray et al., 2005). Downstream of AIB and AIY, motor neurons define specific aspects of reversal and turn frequency, amplitude, and directionality. SMD motor neurons define the steep amplitude of omega turns, RIV motor neurons specify the ventral bias of turns that follow a reversal, and SMB motor neurons set the amplitude of sinusoidal movement.","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMBVL","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","Functions in locomotion: After animals are removed from bacterial food, they initiate a local search behavior consisting of reversals and deep omega-shaped turns. This is followed by dispersal ~30 min later as reversal and turns are suppressed. Local search behavior is triggered by AWC olfactory neurons, ASK gustatory neurons, and AIB interneurons while dispersal is promoted by ASI gustatory neurons and AIY interneurons (Gray et al., 2005). Downstream of AIB and AIY, motor neurons define specific aspects of reversal and turn frequency, amplitude, and directionality. SMD motor neurons define the steep amplitude of omega turns, RIV motor neurons specify the ventral bias of turns that follow a reversal, and SMB motor neurons set the amplitude of sinusoidal movement.","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMBVR","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","Functions in locomotion: After animals are removed from bacterial food, they initiate a local search behavior consisting of reversals and deep omega-shaped turns. This is followed by dispersal ~30 min later as reversal and turns are suppressed. Local search behavior is triggered by AWC olfactory neurons, ASK gustatory neurons, and AIB interneurons while dispersal is promoted by ASI gustatory neurons and AIY interneurons (Gray et al., 2005). Downstream of AIB and AIY, motor neurons define specific aspects of reversal and turn frequency, amplitude, and directionality. SMD motor neurons define the steep amplitude of omega turns, RIV motor neurons specify the ventral bias of turns that follow a reversal, and SMB motor neurons set the amplitude of sinusoidal movement.","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMDDL","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMDDR","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMDVL","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"SMDVR","","","","","","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally","","","","","","","","","","","Motor neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URADL","","","","","","Ring motor neuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URADR","","","","","","Ring motor neuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URAVL","","","","","","Ring motor neuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URAVR","","","","","","Ring motor neuron","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URBL","","","","","","Neuron, presynaptic in ring, ending in head","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URBR","","","","","","Neuron, presynaptic in ring, ending in head","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URXL","","","","","","Nonciliated endings in head, associated with CEPD in embryo. Like AQR and PQR, URX are directly exposed to the pseudocoelomic fluid and are proposed to monitor the contents of this fluid.","","","","","Function in aerotaxis: When placed in an O2 gradient, C. elegans shows a strong behavioral preference for ~5–10% (intermediate) O2 levels and avoids both hypoxia (<7%) and hyperoxia (21%). Animals navigate the O2 gradients by O2-induced changes in locomotion speed, reversal and turning behavior  (Cheung et al., 2005; Gray et al., 2004). This preference for intermediate O2 levels (Gray et al., 2004), may work to allow oxidative metabolism but avoid oxidative stress (Lee and Atkinson, 1977). The intermediate O2 preference also promotes aggregation behavior, possibly since aggregating C. elegans locally deplete O2 to preferred levels (Gray et al., 2004; Rogers et al., 2006). The rise in O2 levels detected by animals leaving a group induces reversal (backing) and turning. Conversely, the fall in O2 encountered when entering a group suppresses reversal, turning, and rapid locomotion, allowing the animal to stay with the group. Soluble guanylate cyclase (sGC, e.g. GCY-35 and GCY-36)-expressing oxygen-sensing neurons (URX, AQR, PQR, SDQ, BDU, ALN, and PLN) mediate the avoidance of high O2 levels (Zimmer et al, 2009). URX appears to be the most important member of this group, since its activity is uniquely important for aggregation (Coates and de Bono, 2002), while for aerotactic behavior in an O2 gradient, URX is redundant with other sGC-expressing neurons (Chang et al., 2006). The locations of URX in the head and PQR in the tail facilitate high O2 avoidance by the animal accelerating forward without changing direction of movement when its tail/PQR encounters high O2 and by reversal and turning when its head/URX encounters high O2 (Busch et al., 2012). Two post-synaptic targets of URX, AUA and RMG, seem to be involved in this O2-induced behavioral response.
 The strength of the O2 response is regulated by food, genotype, and an animal’s prior O2 exposure. The lab standard wild-type C. elegans strain (N2) with high activity (due to a gain-of-function mutation) of the neuropeptide receptor NPR-1 (215V) is indifferent to high O2 when food is present, whereas C. elegans isolates with low activity of NPR-1 (215F) avoid high O2 in the presence of food, and therefore, aggregate (Gray et al., 2004; Cheung et al., 2005; Rogers et al., 2006). Since all strains avoid high O2 when food is absent, NPR-1 may be an internal food sensor important for food-related regulation of aggregation (i.e., regulation of social behavior on food) (Chang et al., 2006). Cultivation conditions also regulate O2 preference: animals cultivated in hypoxia migrate to lower O2 levels, and avoid high O2 regardless of food or NPR-1 genotype (Cheung et al., 2005; Chang and Bargmann, 2008). The sensory neurons ASH, ADL, and ADF also promote avoidance of high O2 levels (through function of TRP-related channel subunits OCR-2 and OSM-9 and the transmembrane protein ODR-4 in nociceptive ASH and ADL, and serotonin production by ADF), but these cells are not needed after animals are cultivated in hypoxia (Chang et al., 2006; Chang and Bargmann; 2008; Rogers et al., 2006).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","- FLP-8; FMRFamide-like peptide
 - FLP-10; FMRFamide-like peptide
 - FLP-11; FMRFamide-like peptide
 - FLP-19; FMRFamide-like peptide
(Li and Kim, 2008)","","Innexin Expression: None yet reported, although described to have gap junctions in adult animals (MoW)   Receptor Expression: - GCY-1; transmembrane receptor guanylate cyclase
 - GCY-25; transmembrane receptor guanylate cyclase
 - GCY-32; soluble guanylate cyclase
 - GCY-34; soluble guanylate cyclase
 - GCY-35; soluble guanylate cyclase 
- GCY-36; soluble guanylate cyclase
- GCY-37; soluble guanylate cyclase
- NPR-1; receptor for flp-18- and flp-21-encoded peptides
- SRA-10; G protein-coupled seven transmembrane receptor
(Wormbase; Cheung et al., 2004; Troemel et al., 1995)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URXR","","","","","","Nonciliated endings in head, associated with CEPD in embryo. Like AQR and PQR, URX are directly exposed to the pseudocoelomic fluid and are proposed to monitor the contents of this fluid.","","","","","Function in aerotaxis: When placed in an O2 gradient, C. elegans shows a strong behavioral preference for ~5–10% (intermediate) O2 levels and avoids both hypoxia (<7%) and hyperoxia (21%). Animals navigate the O2 gradients by O2-induced changes in locomotion speed, reversal and turning behavior  (Cheung et al., 2005; Gray et al., 2004). This preference for intermediate O2 levels (Gray et al., 2004), may work to allow oxidative metabolism but avoid oxidative stress (Lee and Atkinson, 1977). The intermediate O2 preference also promotes aggregation behavior, possibly since aggregating C. elegans locally deplete O2 to preferred levels (Gray et al., 2004; Rogers et al., 2006). The rise in O2 levels detected by animals leaving a group induces reversal (backing) and turning. Conversely, the fall in O2 encountered when entering a group suppresses reversal, turning, and rapid locomotion, allowing the animal to stay with the group. Soluble guanylate cyclase (sGC, e.g. GCY-35 and GCY-36)-expressing oxygen-sensing neurons (URX, AQR, PQR, SDQ, BDU, ALN, and PLN) mediate the avoidance of high O2 levels (Zimmer et al, 2009). URX appears to be the most important member of this group, since its activity is uniquely important for aggregation (Coates and de Bono, 2002), while for aerotactic behavior in an O2 gradient, URX is redundant with other sGC-expressing neurons (Chang et al., 2006). The locations of URX in the head and PQR in the tail facilitate high O2 avoidance by the animal accelerating forward without changing direction of movement when its tail/PQR encounters high O2 and by reversal and turning when its head/URX encounters high O2 (Busch et al., 2012). Two post-synaptic targets of URX, AUA and RMG, seem to be involved in this O2-induced behavioral response.
 The strength of the O2 response is regulated by food, genotype, and an animal’s prior O2 exposure. The lab standard wild-type C. elegans strain (N2) with high activity (due to a gain-of-function mutation) of the neuropeptide receptor NPR-1 (215V) is indifferent to high O2 when food is present, whereas C. elegans isolates with low activity of NPR-1 (215F) avoid high O2 in the presence of food, and therefore, aggregate (Gray et al., 2004; Cheung et al., 2005; Rogers et al., 2006). Since all strains avoid high O2 when food is absent, NPR-1 may be an internal food sensor important for food-related regulation of aggregation (i.e., regulation of social behavior on food) (Chang et al., 2006). Cultivation conditions also regulate O2 preference: animals cultivated in hypoxia migrate to lower O2 levels, and avoid high O2 regardless of food or NPR-1 genotype (Cheung et al., 2005; Chang and Bargmann, 2008). The sensory neurons ASH, ADL, and ADF also promote avoidance of high O2 levels (through function of TRP-related channel subunits OCR-2 and OSM-9 and the transmembrane protein ODR-4 in nociceptive ASH and ADL, and serotonin production by ADF), but these cells are not needed after animals are cultivated in hypoxia (Chang et al., 2006; Chang and Bargmann; 2008; Rogers et al., 2006).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","- FLP-8; FMRFamide-like peptide
 - FLP-10; FMRFamide-like peptide
 - FLP-11; FMRFamide-like peptide
 - FLP-19; FMRFamide-like peptide
(Li and Kim, 2008)","","Innexin Expression: None yet reported, although described to have gap junctions in adult animals (MoW)   Receptor Expression: - GCY-1; transmembrane receptor guanylate cyclase
 - GCY-25; transmembrane receptor guanylate cyclase
 - GCY-32; soluble guanylate cyclase
 - GCY-34; soluble guanylate cyclase
 - GCY-35; soluble guanylate cyclase 
- GCY-36; soluble guanylate cyclase
- GCY-37; soluble guanylate cyclase
- NPR-1; receptor for flp-18- and flp-21-encoded peptides
- SRA-10; G protein-coupled seven transmembrane receptor
(Wormbase; Cheung et al., 2004; Troemel et al., 1995)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URYDL","","","","","","Neuron, presynaptic in ring, ending in head","","","","","Expresses (inconsistently) the serotonin receptor, SER-1 (Dernovici et al, 2007; Carnell et al, 2005.)","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URYDR","","","","","","Neuron, presynaptic in ring, ending in head","","","","","Expresses (inconsistently) the serotonin receptor, SER-1 (Dernovici et al, 2007; Carnell et al, 2005.)","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"URYVL","","","","","","Neuron, presynaptic in ring, ending in head","","","","","Expresses (inconsistently) the serotonin receptor, SER-1 (Dernovici et al, 2007; Carnell et al, 2005.)","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
